1 || 000
1 || 000
1 || 000
1 || 000
1 || 000
1 || 000
0 || 000
0 || 000
0 || 001
0 || 001
0 || 011
0 || 011
0 || 010
0 || 010
0 || 110
0 || 110
0 || 111
0 || 111
0 || 101
0 || 101
0 || 100
0 || 100
0 || 000
0 || 000
0 || 001
0 || 001
0 || 011
0 || 011
0 || 010
0 || 010
0 || 110
0 || 110
0 || 111
0 || 111
0 || 101
0 || 101
0 || 100
0 || 100
0 || 000
0 || 000
0 || 001
0 || 001
0 || 011
0 || 011
0 || 010
0 || 010
0 || 110
0 || 110
0 || 111
0 || 111
0 || 101
0 || 101
0 || 100
0 || 100
0 || 000
0 || 000
0 || 001
0 || 001
0 || 011
0 || 011
0 || 010
0 || 010
0 || 110
0 || 110
0 || 111
0 || 111
0 || 101
0 || 101
0 || 100
0 || 100
0 || 000
0 || 000
0 || 001
0 || 001
0 || 011
0 || 011
0 || 010
0 || 010
0 || 110
0 || 110
0 || 111
0 || 111
0 || 101
0 || 101
0 || 100
0 || 100
0 || 000
0 || 000
0 || 001
0 || 001
0 || 011
0 || 011
0 || 010
0 || 010
0 || 110
0 || 110
0 || 111
0 || 111
0 || 101
